2025-06-05 23:33:44,562 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-06-05 23:33:44,601 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-06-05 23:33:44,604 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-06-05 23:33:44,604 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-06-05 23:33:44,609 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-06-05 23:33:44,610 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-06-05 23:33:44,611 INFO  SwAddin.cs: 201 - Setting up command manager
2025-06-05 23:33:44,613 INFO  SwAddin.cs: 204 - Adding command manager
2025-06-05 23:33:44,615 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-06-05 23:33:44,617 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-06-05 23:33:44,618 INFO  SwAddin.cs: 210 - Adding event handlers
2025-06-05 23:33:44,621 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-06-06 00:51:18,215 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1_universal
2025-06-06 00:51:20,384 INFO  SwAddin.cs: 313 - Saving assembly
2025-06-06 00:51:20,500 INFO  SwAddin.cs: 316 - Opening property manager
2025-06-06 00:51:20,617 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1_universal
2025-06-06 00:51:20,636 INFO  ExportHelperExtension.cs: 1136 - Found 46 in Assem1_universal
2025-06-06 00:51:20,637 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1_universal
2025-06-06 00:51:20,638 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-06-06 00:51:20,640 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2025-06-06 00:51:20,642 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SHOULDER JOINT - Copy-1
2025-06-06 00:51:20,643 INFO  ExportHelperExtension.cs: 1136 - Found 58 in SHOULDER JOINT - Copy-1
2025-06-06 00:51:20,643 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SHOULDER JOINT - Copy-1
2025-06-06 00:51:20,644 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from uinversal main-2
2025-06-06 00:51:20,645 INFO  ExportHelperExtension.cs: 1136 - Found 47 in uinversal main-2
2025-06-06 00:51:20,645 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in uinversal main-2
2025-06-06 00:51:20,645 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from universal mid-1
2025-06-06 00:51:20,646 INFO  ExportHelperExtension.cs: 1136 - Found 35 in universal mid-1
2025-06-06 00:51:20,646 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in universal mid-1
2025-06-06 00:51:20,647 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base-1
2025-06-06 00:51:20,648 INFO  ExportHelperExtension.cs: 1136 - Found 33 in base-1
2025-06-06 00:51:20,650 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base-1
2025-06-06 00:51:20,650 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wrist link - Copy-1
2025-06-06 00:51:20,651 INFO  ExportHelperExtension.cs: 1136 - Found 37 in wrist link - Copy-1
2025-06-06 00:51:20,651 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wrist link - Copy-1
2025-06-06 00:51:20,651 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shoulderlink - Copy-1
2025-06-06 00:51:20,652 INFO  ExportHelperExtension.cs: 1136 - Found 37 in shoulderlink - Copy-1
2025-06-06 00:51:20,653 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shoulderlink - Copy-1
2025-06-06 00:51:20,653 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from elbow link - Copy-1
2025-06-06 00:51:20,653 INFO  ExportHelperExtension.cs: 1136 - Found 52 in elbow link - Copy-1
2025-06-06 00:51:20,654 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in elbow link - Copy-1
2025-06-06 00:51:20,655 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from universal top-1
2025-06-06 00:51:20,656 INFO  ExportHelperExtension.cs: 1136 - Found 27 in universal top-1
2025-06-06 00:51:20,657 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in universal top-1
2025-06-06 00:51:20,657 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1_universal
2025-06-06 00:51:20,658 INFO  ExportHelperExtension.cs: 1136 - Found 46 in Assem1_universal
2025-06-06 00:51:20,659 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1_universal
2025-06-06 00:51:20,660 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-06-06 00:51:20,660 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2025-06-06 00:51:20,661 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SHOULDER JOINT - Copy-1
2025-06-06 00:51:20,661 INFO  ExportHelperExtension.cs: 1136 - Found 58 in SHOULDER JOINT - Copy-1
2025-06-06 00:51:20,662 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in SHOULDER JOINT - Copy-1
2025-06-06 00:51:20,662 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from uinversal main-2
2025-06-06 00:51:20,663 INFO  ExportHelperExtension.cs: 1136 - Found 47 in uinversal main-2
2025-06-06 00:51:20,663 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in uinversal main-2
2025-06-06 00:51:20,663 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from universal mid-1
2025-06-06 00:51:20,664 INFO  ExportHelperExtension.cs: 1136 - Found 35 in universal mid-1
2025-06-06 00:51:20,665 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in universal mid-1
2025-06-06 00:51:20,666 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base-1
2025-06-06 00:51:20,666 INFO  ExportHelperExtension.cs: 1136 - Found 33 in base-1
2025-06-06 00:51:20,667 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in base-1
2025-06-06 00:51:20,667 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wrist link - Copy-1
2025-06-06 00:51:20,668 INFO  ExportHelperExtension.cs: 1136 - Found 37 in wrist link - Copy-1
2025-06-06 00:51:20,668 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in wrist link - Copy-1
2025-06-06 00:51:20,669 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shoulderlink - Copy-1
2025-06-06 00:51:20,669 INFO  ExportHelperExtension.cs: 1136 - Found 37 in shoulderlink - Copy-1
2025-06-06 00:51:20,669 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in shoulderlink - Copy-1
2025-06-06 00:51:20,670 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from elbow link - Copy-1
2025-06-06 00:51:20,670 INFO  ExportHelperExtension.cs: 1136 - Found 52 in elbow link - Copy-1
2025-06-06 00:51:20,671 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in elbow link - Copy-1
2025-06-06 00:51:20,671 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from universal top-1
2025-06-06 00:51:20,672 INFO  ExportHelperExtension.cs: 1136 - Found 27 in universal top-1
2025-06-06 00:51:20,672 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in universal top-1
2025-06-06 00:51:20,904 INFO  SwAddin.cs: 339 - Loading config tree
2025-06-06 00:51:20,911 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-06-06 00:51:20,916 INFO  SwAddin.cs: 344 - Showing property manager
2025-06-06 00:56:10,460 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-06-06 00:56:42,306 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-06-06 00:57:52,489 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-06-06 00:59:14,159 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-06-06 00:59:24,504 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-06-06 01:00:20,447 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-06-06 01:00:23,198 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
